Geograph,Name,_Section,Height (m),Grid Ref,GridRefXY,xcoord,ycoord
http://www.geograph.org.uk/gridref/NG5312523246,Garbh-bheinn,17.2,808,NG531232,NG5312523246,153125,823246
http://www.geograph.org.uk/gridref/NG5136130005,Glamaig - Sgurr Mhairi,17.2,775,NG513300,NG5136130005,151361,830005
http://www.geograph.org.uk/gridref/NM3931095223,Askival,17.4,812,NM393952,NM3931095223,139310,795223
http://www.geograph.org.uk/gridref/NM3784194333,Ainshval,17.4,781,NM378943,NM3784194333,137841,794333
http://www.geograph.org.uk/gridref/NM6724736218,Dun da Ghaoithe,17.5,766,NM672362,NM6724736218,167247,736218
http://www.geograph.org.uk/gridref/NM6254334709,Beinn Talaidh,17.5,761.7,NM625347,NM6254334709,162543,734709
http://www.geograph.org.uk/gridref/NR4980674947,Beinn an Oir,20.1,785,NR498749,NR4980674947,149806,674947
http://www.geograph.org.uk/gridref/NR9913941540,Goatfell [Goat Fell],20.3,874,NR991415,NR9913941540,199139,641540
http://www.geograph.org.uk/gridref/NR9690744324,Caisteal Abhail,20.3,859,NR969443,NR9690744324,196907,644324
http://www.geograph.org.uk/gridref/NR9601541275,Beinn Tarsuinn,20.3,826,NR960412,NR9601541275,196015,641275
http://www.geograph.org.uk/gridref/NR9727843111,Cir Mhor,20.3,799,NR972431,NR9727843111,197278,643111
http://www.geograph.org.uk/gridref/NB1548407302,An Cliseam [Clisham],24.2,799,NB154073,NB1548407302,115484,907302
